,order_id,order_line,order_date,model,quantity,price,total_price,bikeshop_name,location,category_1,category_2,frame_material,city,state
2051,269,12,2011-10-17,Synapse Claris,1,870,870,Wichita Speed,"Wichita, KS",Road,Endurance Road,Aluminum,Wichita,KS
2052,269,13,2011-10-17,Scalpel-Si Hi-Mod 1,1,7460,7460,Wichita Speed,"Wichita, KS",Mountain,Cross Country Race,Carbon,Wichita,KS
2053,269,14,2011-10-17,Slice Hi-Mod Black Inc.,2,7000,14000,Wichita Speed,"Wichita, KS",Road,Triathalon,Carbon,Wichita,KS
2054,269,15,2011-10-17,Synapse Sora,1,1030,1030,Wichita Speed,"Wichita, KS",Road,Endurance Road,Aluminum,Wichita,KS
2055,269,16,2011-10-17,Synapse Hi-Mod Dura Ace,1,5860,5860,Wichita Speed,"Wichita, KS",Road,Endurance Road,Carbon,Wichita,KS
2056,269,17,2011-10-17,Jekyll Carbon 3,1,3840,3840,Wichita Speed,"Wichita, KS",Mountain,Over Mountain,Carbon,Wichita,KS
2057,269,18,2011-10-17,Synapse Carbon Disc Ultegra D12,1,4800,4800,Wichita Speed,"Wichita, KS",Road,Endurance Road,Carbon,Wichita,KS
2058,269,19,2011-10-17,F-Si Black Inc.,1,11190,11190,Wichita Speed,"Wichita, KS",Mountain,Cross Country Race,Carbon,Wichita,KS
2059,269,20,2011-10-17,Synapse Carbon Disc Ultegra,1,3730,3730,Wichita Speed,"Wichita, KS",Road,Endurance Road,Carbon,Wichita,KS
2060,269,21,2011-10-17,SuperX 105,2,1960,3920,Wichita Speed,"Wichita, KS",Road,Cyclocross,Carbon,Wichita,KS
2061,270,1,2011-10-18,CAAD12 Disc 105,1,1950,1950,Providence Bi-peds,"Providence, RI",Road,Elite Road,Aluminum,Providence,RI
2062,270,2,2011-10-18,Synapse Carbon 105,1,2240,2240,Providence Bi-peds,"Providence, RI",Road,Endurance Road,Carbon,Providence,RI
2063,270,3,2011-10-18,Trail 1,1,1520,1520,Providence Bi-peds,"Providence, RI",Mountain,Sport,Aluminum,Providence,RI
2064,270,4,2011-10-18,Supersix Evo Red,1,3940,3940,Providence Bi-peds,"Providence, RI",Road,Elite Road,Carbon,Providence,RI
2065,270,5,2011-10-18,Habit 6,2,1950,3900,Providence Bi-peds,"Providence, RI",Mountain,Trail,Aluminum,Providence,RI
2066,270,6,2011-10-18,Supersix Evo Hi-Mod Team,1,10660,10660,Providence Bi-peds,"Providence, RI",Road,Elite Road,Carbon,Providence,RI
2067,270,7,2011-10-18,Synapse Carbon Ultegra 4,1,2660,2660,Providence Bi-peds,"Providence, RI",Road,Endurance Road,Carbon,Providence,RI
2068,270,8,2011-10-18,Scalpel-Si Carbon 2,1,6390,6390,Providence Bi-peds,"Providence, RI",Mountain,Cross Country Race,Carbon,Providence,RI
2069,270,9,2011-10-18,CAAD8 Tiagra,1,1250,1250,Providence Bi-peds,"Providence, RI",Road,Elite Road,Aluminum,Providence,RI
2070,270,10,2011-10-18,Supersix Evo Black Inc.,1,12790,12790,Providence Bi-peds,"Providence, RI",Road,Elite Road,Carbon,Providence,RI
2071,270,11,2011-10-18,Jekyll Carbon 2,1,6070,6070,Providence Bi-peds,"Providence, RI",Mountain,Over Mountain,Carbon,Providence,RI
2072,270,12,2011-10-18,Synapse Claris,2,870,1740,Providence Bi-peds,"Providence, RI",Road,Endurance Road,Aluminum,Providence,RI
2073,270,13,2011-10-18,Jekyll Carbon 1,1,7990,7990,Providence Bi-peds,"Providence, RI",Mountain,Over Mountain,Carbon,Providence,RI
2074,270,14,2011-10-18,Synapse Hi-Mod Disc Black Inc.,1,9590,9590,Providence Bi-peds,"Providence, RI",Road,Endurance Road,Carbon,Providence,RI
2075,270,15,2011-10-18,Synapse Disc Tiagra,1,1250,1250,Providence Bi-peds,"Providence, RI",Road,Endurance Road,Aluminum,Providence,RI
2076,270,16,2011-10-18,Trail 5,1,815,815,Providence Bi-peds,"Providence, RI",Mountain,Sport,Aluminum,Providence,RI
2077,270,17,2011-10-18,Scalpel 29 4,1,3200,3200,Providence Bi-peds,"Providence, RI",Mountain,Cross Country Race,Aluminum,Providence,RI
2078,270,18,2011-10-18,Slice 105,2,1950,3900,Providence Bi-peds,"Providence, RI",Road,Triathalon,Carbon,Providence,RI
2079,270,19,2011-10-18,Supersix Evo 105,1,2240,2240,Providence Bi-peds,"Providence, RI",Road,Elite Road,Carbon,Providence,RI
2080,270,20,2011-10-18,Trigger Carbon 4,1,3200,3200,Providence Bi-peds,"Providence, RI",Mountain,Over Mountain,Carbon,Providence,RI
2081,270,21,2011-10-18,Synapse Hi-Mod Disc Red,1,7460,7460,Providence Bi-peds,"Providence, RI",Road,Endurance Road,Carbon,Providence,RI
2082,270,22,2011-10-18,Scalpel-Si Carbon 4,1,4260,4260,Providence Bi-peds,"Providence, RI",Mountain,Cross Country Race,Carbon,Providence,RI
2083,270,23,2011-10-18,F-Si Carbon 4,1,2880,2880,Providence Bi-peds,"Providence, RI",Mountain,Cross Country Race,Carbon,Providence,RI
2084,270,24,2011-10-18,SuperX Rival CX1,1,1750,1750,Providence Bi-peds,"Providence, RI",Road,Cyclocross,Carbon,Providence,RI
2085,270,25,2011-10-18,CAAD8 Sora,1,1030,1030,Providence Bi-peds,"Providence, RI",Road,Elite Road,Aluminum,Providence,RI
2086,271,1,2011-10-19,Scalpel-Si 5,1,3200,3200,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum,Kansas City,KS
2087,271,2,2011-10-19,Habit Carbon 2,1,5330,5330,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Carbon,Kansas City,KS
2088,271,3,2011-10-19,Trail 5,1,815,815,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS
2089,271,4,2011-10-19,F-Si 3,5,1840,9200,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum,Kansas City,KS
2090,271,5,2011-10-19,Scalpel-Si Carbon 4,1,4260,4260,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS
2091,271,6,2011-10-19,Catalyst 2,1,585,585,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS
2092,271,7,2011-10-19,Catalyst 4,1,415,415,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS
2093,271,8,2011-10-19,Catalyst 3,1,480,480,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS
2094,272,1,2011-10-19,CAAD12 Disc Dura Ace,1,4260,4260,Detroit Cycles,"Detroit, MI",Road,Elite Road,Aluminum,Detroit,MI
2095,272,2,2011-10-19,SuperX 105,1,1960,1960,Detroit Cycles,"Detroit, MI",Road,Cyclocross,Carbon,Detroit,MI
2096,272,3,2011-10-19,Bad Habit 2,1,2660,2660,Detroit Cycles,"Detroit, MI",Mountain,Trail,Aluminum,Detroit,MI
2097,272,4,2011-10-19,Synapse Carbon Disc Ultegra D12,1,4800,4800,Detroit Cycles,"Detroit, MI",Road,Endurance Road,Carbon,Detroit,MI
2098,272,5,2011-10-19,Scalpel-Si Race,1,9060,9060,Detroit Cycles,"Detroit, MI",Mountain,Cross Country Race,Carbon,Detroit,MI
2099,272,6,2011-10-19,CAAD8 Tiagra,1,1250,1250,Detroit Cycles,"Detroit, MI",Road,Elite Road,Aluminum,Detroit,MI
2100,272,7,2011-10-19,Habit Hi-Mod Black Inc.,1,12250,12250,Detroit Cycles,"Detroit, MI",Mountain,Trail,Carbon,Detroit,MI
2101,272,8,2011-10-19,SuperX Rival CX1,1,1750,1750,Detroit Cycles,"Detroit, MI",Road,Cyclocross,Carbon,Detroit,MI
2102,272,9,2011-10-19,Supersix Evo 105,1,2240,2240,Detroit Cycles,"Detroit, MI",Road,Elite Road,Carbon,Detroit,MI
2103,272,10,2011-10-19,Trail 5,1,815,815,Detroit Cycles,"Detroit, MI",Mountain,Sport,Aluminum,Detroit,MI
2104,272,11,2011-10-19,Slice Hi-Mod Black Inc.,1,7000,7000,Detroit Cycles,"Detroit, MI",Road,Triathalon,Carbon,Detroit,MI
2105,273,1,2011-10-19,Synapse Disc Adventure,1,2130,2130,Seattle Race Equipment,"Seattle, WA",Road,Endurance Road,Aluminum,Seattle,WA
2106,273,2,2011-10-19,CAAD12 105,1,1680,1680,Seattle Race Equipment,"Seattle, WA",Road,Elite Road,Aluminum,Seattle,WA
2107,273,3,2011-10-19,Synapse Carbon 105,2,2240,4480,Seattle Race Equipment,"Seattle, WA",Road,Endurance Road,Carbon,Seattle,WA
2108,274,1,2011-10-20,Slice Ultegra D12,2,3200,6400,Phoenix Bi-peds,"Phoenix, AZ",Road,Triathalon,Carbon,Phoenix,AZ
2109,275,1,2011-10-25,SuperX 105,1,1960,1960,Philadelphia Bike Shop,"Philadelphia, PA",Road,Cyclocross,Carbon,Philadelphia,PA
2110,275,2,2011-10-25,CAAD12 Ultegra,1,2240,2240,Philadelphia Bike Shop,"Philadelphia, PA",Road,Elite Road,Aluminum,Philadelphia,PA
2111,275,3,2011-10-25,Synapse Disc 105,1,1570,1570,Philadelphia Bike Shop,"Philadelphia, PA",Road,Endurance Road,Aluminum,Philadelphia,PA
2112,275,4,2011-10-25,Synapse Carbon Disc 105,1,2660,2660,Philadelphia Bike Shop,"Philadelphia, PA",Road,Endurance Road,Carbon,Philadelphia,PA
2113,275,5,2011-10-25,SuperX Hi-Mod CX1,1,3500,3500,Philadelphia Bike Shop,"Philadelphia, PA",Road,Cyclocross,Carbon,Philadelphia,PA
2114,275,6,2011-10-25,Supersix Evo Ultegra 3,1,3200,3200,Philadelphia Bike Shop,"Philadelphia, PA",Road,Elite Road,Carbon,Philadelphia,PA
2115,275,7,2011-10-25,Scalpel-Si Carbon 4,1,4260,4260,Philadelphia Bike Shop,"Philadelphia, PA",Mountain,Cross Country Race,Carbon,Philadelphia,PA
2116,275,8,2011-10-25,Supersix Evo Tiagra,1,1840,1840,Philadelphia Bike Shop,"Philadelphia, PA",Road,Elite Road,Carbon,Philadelphia,PA
2117,276,1,2011-10-25,Supersix Evo Tiagra,1,1840,1840,Miami Race Equipment,"Miami, FL",Road,Elite Road,Carbon,Miami,FL
2118,276,2,2011-10-25,SuperX Ultegra,1,2450,2450,Miami Race Equipment,"Miami, FL",Road,Cyclocross,Carbon,Miami,FL
2119,276,3,2011-10-25,Habit 5,1,2340,2340,Miami Race Equipment,"Miami, FL",Mountain,Trail,Aluminum,Miami,FL
2120,276,4,2011-10-25,Slice Ultegra,1,2700,2700,Miami Race Equipment,"Miami, FL",Road,Triathalon,Carbon,Miami,FL
2121,276,5,2011-10-25,Syapse Carbon Tiagra,1,1840,1840,Miami Race Equipment,"Miami, FL",Road,Endurance Road,Carbon,Miami,FL
2122,276,6,2011-10-25,CAAD12 Black Inc,1,5860,5860,Miami Race Equipment,"Miami, FL",Road,Elite Road,Aluminum,Miami,FL
2123,276,7,2011-10-25,CAAD Disc Ultegra,1,2660,2660,Miami Race Equipment,"Miami, FL",Road,Elite Road,Aluminum,Miami,FL
2124,276,8,2011-10-25,CAAD8 Sora,1,1030,1030,Miami Race Equipment,"Miami, FL",Road,Elite Road,Aluminum,Miami,FL
2125,276,9,2011-10-25,Slice 105,1,1950,1950,Miami Race Equipment,"Miami, FL",Road,Triathalon,Carbon,Miami,FL
2126,276,10,2011-10-25,Supersix Evo Hi-Mod Dura Ace 2,1,5330,5330,Miami Race Equipment,"Miami, FL",Road,Elite Road,Carbon,Miami,FL
2127,277,1,2011-10-26,F-Si Carbon 2,1,4800,4800,Albuquerque Cycles,"Albuquerque, NM",Mountain,Cross Country Race,Carbon,Albuquerque,NM
2128,277,2,2011-10-26,Trail 4,1,980,980,Albuquerque Cycles,"Albuquerque, NM",Mountain,Sport,Aluminum,Albuquerque,NM
2129,277,3,2011-10-26,Trigger Carbon 1,1,8200,8200,Albuquerque Cycles,"Albuquerque, NM",Mountain,Over Mountain,Carbon,Albuquerque,NM
2130,277,4,2011-10-26,Syapse Carbon Tiagra,1,1840,1840,Albuquerque Cycles,"Albuquerque, NM",Road,Endurance Road,Carbon,Albuquerque,NM
2131,278,1,2011-10-26,CAAD12 105,1,1680,1680,New Orleans Velocipedes,"New Orleans, LA",Road,Elite Road,Aluminum,New Orleans,LA
2132,279,1,2011-10-31,Bad Habit 1,1,3200,3200,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Trail,Aluminum,Phoenix,AZ
2133,279,2,2011-10-31,Synapse Disc Adventure,1,2130,2130,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Aluminum,Phoenix,AZ
2134,279,3,2011-10-31,Habit 5,1,2340,2340,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Trail,Aluminum,Phoenix,AZ
2135,279,4,2011-10-31,Synapse Carbon Disc Ultegra,2,3730,7460,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Carbon,Phoenix,AZ
2136,279,5,2011-10-31,CAAD12 Red,2,3200,6400,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Aluminum,Phoenix,AZ
2137,279,6,2011-10-31,CAAD12 105,1,1680,1680,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Aluminum,Phoenix,AZ
2138,279,7,2011-10-31,Habit 4,1,2880,2880,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Trail,Aluminum,Phoenix,AZ
2139,279,8,2011-10-31,CAAD8 Sora,1,1030,1030,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Aluminum,Phoenix,AZ
2140,280,1,2011-10-31,Trail 5,2,815,1630,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS
2141,280,2,2011-10-31,Scalpel-Si Carbon 2,2,6390,12780,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS
2142,281,1,2011-11-02,Synapse Carbon 105,1,2240,2240,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Carbon,Kansas City,KS
2143,281,2,2011-11-02,Bad Habit 2,1,2660,2660,Kansas City 29ers,"Kansas City, KS",Mountain,Trail,Aluminum,Kansas City,KS
2144,282,1,2011-11-02,Scalpel 29 4,1,3200,3200,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Aluminum,Kansas City,KS
2145,283,1,2011-11-07,Trail 4,1,980,980,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Sport,Aluminum,Ithaca,NY
2146,284,1,2011-11-08,F-Si Carbon 4,9,2880,25920,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS
2147,284,2,2011-11-08,SuperX Rival CX1,1,1750,1750,Kansas City 29ers,"Kansas City, KS",Road,Cyclocross,Carbon,Kansas City,KS
2148,284,3,2011-11-08,Fat CAAD2,1,2130,2130,Kansas City 29ers,"Kansas City, KS",Mountain,Fat Bike,Aluminum,Kansas City,KS
2149,285,1,2011-11-08,Synapse Carbon 105,1,2240,2240,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Carbon,Kansas City,KS
2150,285,2,2011-11-08,Catalyst 3,1,480,480,Kansas City 29ers,"Kansas City, KS",Mountain,Sport,Aluminum,Kansas City,KS
2151,285,3,2011-11-08,Scalpel-Si Carbon 3,1,5330,5330,Kansas City 29ers,"Kansas City, KS",Mountain,Cross Country Race,Carbon,Kansas City,KS
2152,285,4,2011-11-08,Slice Ultegra D12,1,3200,3200,Kansas City 29ers,"Kansas City, KS",Road,Triathalon,Carbon,Kansas City,KS
2153,285,5,2011-11-08,Synapse Claris,1,870,870,Kansas City 29ers,"Kansas City, KS",Road,Endurance Road,Aluminum,Kansas City,KS
2154,286,1,2011-11-09,Supersix Evo Tiagra,2,1840,3680,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Carbon,Phoenix,AZ
2155,286,2,2011-11-09,F-Si Carbon 4,1,2880,2880,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Cross Country Race,Carbon,Phoenix,AZ
2156,286,3,2011-11-09,CAAD8 Sora,6,1030,6180,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Aluminum,Phoenix,AZ
2157,286,4,2011-11-09,Synapse Disc Adventure,1,2130,2130,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Aluminum,Phoenix,AZ
2158,286,5,2011-11-09,Synapse Carbon Disc 105,2,2660,5320,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Carbon,Phoenix,AZ
2159,286,6,2011-11-09,Supersix Evo Ultegra 4,1,2660,2660,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Carbon,Phoenix,AZ
2160,286,7,2011-11-09,F-Si Hi-Mod Team,1,9060,9060,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Cross Country Race,Carbon,Phoenix,AZ
2161,286,8,2011-11-09,Synapse Disc Tiagra,1,1250,1250,Phoenix Bi-peds,"Phoenix, AZ",Road,Endurance Road,Aluminum,Phoenix,AZ
2162,287,1,2011-11-11,Habit Hi-Mod Black Inc.,1,12250,12250,Minneapolis Bike Shop,"Minneapolis, MN",Mountain,Trail,Carbon,Minneapolis,MN
2163,287,2,2011-11-11,Scalpel-Si Black Inc.,1,12790,12790,Minneapolis Bike Shop,"Minneapolis, MN",Mountain,Cross Country Race,Carbon,Minneapolis,MN
2164,287,3,2011-11-11,Scalpel 29 4,1,3200,3200,Minneapolis Bike Shop,"Minneapolis, MN",Mountain,Cross Country Race,Aluminum,Minneapolis,MN
2165,287,4,2011-11-11,Trail 5,1,815,815,Minneapolis Bike Shop,"Minneapolis, MN",Mountain,Sport,Aluminum,Minneapolis,MN
2166,287,5,2011-11-11,Slice Ultegra,1,2700,2700,Minneapolis Bike Shop,"Minneapolis, MN",Road,Triathalon,Carbon,Minneapolis,MN
2167,287,6,2011-11-11,Supersix Evo Ultegra 3,2,3200,6400,Minneapolis Bike Shop,"Minneapolis, MN",Road,Elite Road,Carbon,Minneapolis,MN
2168,287,7,2011-11-11,Synapse Carbon 105,1,2240,2240,Minneapolis Bike Shop,"Minneapolis, MN",Road,Endurance Road,Carbon,Minneapolis,MN
2169,287,8,2011-11-11,CAAD Disc Ultegra,1,2660,2660,Minneapolis Bike Shop,"Minneapolis, MN",Road,Elite Road,Aluminum,Minneapolis,MN
2170,287,9,2011-11-11,CAAD12 Red,1,3200,3200,Minneapolis Bike Shop,"Minneapolis, MN",Road,Elite Road,Aluminum,Minneapolis,MN
2171,287,10,2011-11-11,Catalyst 1,1,705,705,Minneapolis Bike Shop,"Minneapolis, MN",Mountain,Sport,Aluminum,Minneapolis,MN
2172,287,11,2011-11-11,Synapse Sora,1,1030,1030,Minneapolis Bike Shop,"Minneapolis, MN",Road,Endurance Road,Aluminum,Minneapolis,MN
2173,288,1,2011-11-14,Slice Hi-Mod Black Inc.,2,7000,14000,Las Vegas Cycles,"Las Vegas, NV",Road,Triathalon,Carbon,Las Vegas,NV
2174,288,2,2011-11-14,Scalpel-Si Hi-Mod 1,1,7460,7460,Las Vegas Cycles,"Las Vegas, NV",Mountain,Cross Country Race,Carbon,Las Vegas,NV
2175,288,3,2011-11-14,Supersix Evo Hi-Mod Dura Ace 1,2,7990,15980,Las Vegas Cycles,"Las Vegas, NV",Road,Elite Road,Carbon,Las Vegas,NV
2176,288,4,2011-11-14,Scalpel-Si Black Inc.,1,12790,12790,Las Vegas Cycles,"Las Vegas, NV",Mountain,Cross Country Race,Carbon,Las Vegas,NV
2177,288,5,2011-11-14,SuperX Hi-Mod CX1,1,3500,3500,Las Vegas Cycles,"Las Vegas, NV",Road,Cyclocross,Carbon,Las Vegas,NV
2178,288,6,2011-11-14,Synapse Carbon Disc Ultegra,1,3730,3730,Las Vegas Cycles,"Las Vegas, NV",Road,Endurance Road,Carbon,Las Vegas,NV
2179,288,7,2011-11-14,Scalpel-Si Carbon 4,1,4260,4260,Las Vegas Cycles,"Las Vegas, NV",Mountain,Cross Country Race,Carbon,Las Vegas,NV
2180,288,8,2011-11-14,CAAD12 Disc Dura Ace,1,4260,4260,Las Vegas Cycles,"Las Vegas, NV",Road,Elite Road,Aluminum,Las Vegas,NV
2181,288,9,2011-11-14,Synapse Carbon Disc 105,1,2660,2660,Las Vegas Cycles,"Las Vegas, NV",Road,Endurance Road,Carbon,Las Vegas,NV
2182,288,10,2011-11-14,CAAD12 Disc 105,1,1950,1950,Las Vegas Cycles,"Las Vegas, NV",Road,Elite Road,Aluminum,Las Vegas,NV
2183,288,11,2011-11-14,Scalpel-Si Race,1,9060,9060,Las Vegas Cycles,"Las Vegas, NV",Mountain,Cross Country Race,Carbon,Las Vegas,NV
2184,288,12,2011-11-14,Synapse Claris,1,870,870,Las Vegas Cycles,"Las Vegas, NV",Road,Endurance Road,Aluminum,Las Vegas,NV
2185,288,13,2011-11-14,F-Si Hi-Mod Team,1,9060,9060,Las Vegas Cycles,"Las Vegas, NV",Mountain,Cross Country Race,Carbon,Las Vegas,NV
2186,288,14,2011-11-14,Slice Hi-Mod Dura Ace D12,1,4500,4500,Las Vegas Cycles,"Las Vegas, NV",Road,Triathalon,Carbon,Las Vegas,NV
2187,288,15,2011-11-14,Scalpel 29 Carbon Race,4,6390,25560,Las Vegas Cycles,"Las Vegas, NV",Mountain,Cross Country Race,Carbon,Las Vegas,NV
2188,288,16,2011-11-14,Supersix Evo Ultegra 4,1,2660,2660,Las Vegas Cycles,"Las Vegas, NV",Road,Elite Road,Carbon,Las Vegas,NV
2189,288,17,2011-11-14,Synapse Hi-Mod Disc Red,3,7460,22380,Las Vegas Cycles,"Las Vegas, NV",Road,Endurance Road,Carbon,Las Vegas,NV
2190,288,18,2011-11-14,Slice Ultegra D12,1,3200,3200,Las Vegas Cycles,"Las Vegas, NV",Road,Triathalon,Carbon,Las Vegas,NV
2191,288,19,2011-11-14,Supersix Evo Red,2,3940,7880,Las Vegas Cycles,"Las Vegas, NV",Road,Elite Road,Carbon,Las Vegas,NV
2192,288,20,2011-11-14,Synapse Carbon Ultegra 4,1,2660,2660,Las Vegas Cycles,"Las Vegas, NV",Road,Endurance Road,Carbon,Las Vegas,NV
2193,288,21,2011-11-14,CAAD12 105,1,1680,1680,Las Vegas Cycles,"Las Vegas, NV",Road,Elite Road,Aluminum,Las Vegas,NV
2194,288,22,2011-11-14,Trigger Carbon 3,1,3730,3730,Las Vegas Cycles,"Las Vegas, NV",Mountain,Over Mountain,Carbon,Las Vegas,NV
2195,288,23,2011-11-14,Beast of the East 3,2,1620,3240,Las Vegas Cycles,"Las Vegas, NV",Mountain,Trail,Aluminum,Las Vegas,NV
2196,288,24,2011-11-14,Synapse Hi-Mod Disc Black Inc.,1,9590,9590,Las Vegas Cycles,"Las Vegas, NV",Road,Endurance Road,Carbon,Las Vegas,NV
2197,288,25,2011-11-14,Habit Carbon 1,1,7460,7460,Las Vegas Cycles,"Las Vegas, NV",Mountain,Trail,Carbon,Las Vegas,NV
2198,289,1,2011-11-14,CAAD8 105,1,1410,1410,Nashville Cruisers,"Nashville, TN",Road,Elite Road,Aluminum,Nashville,TN
2199,290,1,2011-11-15,Scalpel-Si Carbon 2,1,6390,6390,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Cross Country Race,Carbon,Phoenix,AZ
2200,290,2,2011-11-15,Supersix Evo Hi-Mod Utegra,1,4260,4260,Phoenix Bi-peds,"Phoenix, AZ",Road,Elite Road,Carbon,Phoenix,AZ
2201,291,1,2011-11-15,Jekyll Carbon 1,1,7990,7990,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Over Mountain,Carbon,Ithaca,NY
2202,292,1,2011-11-15,Synapse Carbon Ultegra 3,1,3200,3200,Austin Cruisers,"Austin, TX",Road,Endurance Road,Carbon,Austin,TX
2203,292,2,2011-11-15,CAAD12 Disc 105,1,1950,1950,Austin Cruisers,"Austin, TX",Road,Elite Road,Aluminum,Austin,TX
2204,292,3,2011-11-15,Supersix Evo Ultegra 3,1,3200,3200,Austin Cruisers,"Austin, TX",Road,Elite Road,Carbon,Austin,TX
2205,292,4,2011-11-15,Supersix Evo Tiagra,1,1840,1840,Austin Cruisers,"Austin, TX",Road,Elite Road,Carbon,Austin,TX
2206,292,5,2011-11-15,Synapse Hi-Mod Disc Red,1,7460,7460,Austin Cruisers,"Austin, TX",Road,Endurance Road,Carbon,Austin,TX
2207,292,6,2011-11-15,Trail 3,3,1080,3240,Austin Cruisers,"Austin, TX",Mountain,Sport,Aluminum,Austin,TX
2208,292,7,2011-11-15,Synapse Disc Tiagra,1,1250,1250,Austin Cruisers,"Austin, TX",Road,Endurance Road,Aluminum,Austin,TX
2209,293,1,2011-11-15,Jekyll Carbon 3,1,3840,3840,Las Vegas Cycles,"Las Vegas, NV",Mountain,Over Mountain,Carbon,Las Vegas,NV
2210,293,2,2011-11-15,Supersix Evo Ultegra 3,1,3200,3200,Las Vegas Cycles,"Las Vegas, NV",Road,Elite Road,Carbon,Las Vegas,NV
2211,294,1,2011-11-15,Supersix Evo Hi-Mod Dura Ace 1,1,7990,7990,San Francisco Cruisers,"San Francisco, CA",Road,Elite Road,Carbon,San Francisco,CA
2212,294,2,2011-11-15,Synapse Hi-Mod Dura Ace,1,5860,5860,San Francisco Cruisers,"San Francisco, CA",Road,Endurance Road,Carbon,San Francisco,CA
2213,294,3,2011-11-15,Synapse Disc Adventure,2,2130,4260,San Francisco Cruisers,"San Francisco, CA",Road,Endurance Road,Aluminum,San Francisco,CA
2214,294,4,2011-11-15,Trigger Carbon 4,6,3200,19200,San Francisco Cruisers,"San Francisco, CA",Mountain,Over Mountain,Carbon,San Francisco,CA
2215,294,5,2011-11-15,Habit Hi-Mod Black Inc.,1,12250,12250,San Francisco Cruisers,"San Francisco, CA",Mountain,Trail,Carbon,San Francisco,CA
2216,294,6,2011-11-15,Scalpel 29 Carbon 3,1,4260,4260,San Francisco Cruisers,"San Francisco, CA",Mountain,Cross Country Race,Carbon,San Francisco,CA
2217,294,7,2011-11-15,Synapse Hi-Mod Disc Ultegra,1,5330,5330,San Francisco Cruisers,"San Francisco, CA",Road,Endurance Road,Carbon,San Francisco,CA
2218,294,8,2011-11-15,CAAD12 Ultegra,1,2240,2240,San Francisco Cruisers,"San Francisco, CA",Road,Elite Road,Aluminum,San Francisco,CA
2219,295,1,2011-11-15,Fat CAAD2,1,2130,2130,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Fat Bike,Aluminum,Phoenix,AZ
2220,295,2,2011-11-15,Catalyst 2,1,585,585,Phoenix Bi-peds,"Phoenix, AZ",Mountain,Sport,Aluminum,Phoenix,AZ
2221,296,1,2011-11-16,Supersix Evo Red,1,3940,3940,Oklahoma City Race Equipment,"Oklahoma City, OK",Road,Elite Road,Carbon,Oklahoma City,OK
2222,297,1,2011-11-16,F-Si Hi-Mod 1,1,6390,6390,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
2223,297,2,2011-11-16,Habit Hi-Mod Black Inc.,1,12250,12250,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Trail,Carbon,Ithaca,NY
2224,297,3,2011-11-16,Scalpel-Si Carbon 2,2,6390,12780,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Cross Country Race,Carbon,Ithaca,NY
2225,297,4,2011-11-16,Jekyll Carbon 4,1,3200,3200,Ithaca Mountain Climbers,"Ithaca, NY",Mountain,Over Mountain,Carbon,Ithaca,NY
2226,297,5,2011-11-16,Supersix Evo Red,1,3940,3940,Ithaca Mountain Climbers,"Ithaca, NY",Road,Elite Road,Carbon,Ithaca,NY
